"Step","longattn-fo-grad - loss","longattn-fo-grad - loss__MIN","longattn-fo-grad - loss__MAX","longattn-aux-v2 - loss","longattn-aux-v2 - loss__MIN","longattn-aux-v2 - loss__MAX","longattn-seperated - loss","longattn-seperated - loss__MIN","longattn-seperated - loss__MAX","longattn-no-muon - loss","longattn-no-muon - loss__MIN","longattn-no-muon - loss__MAX"
"303","1.546093463897705","1.546093463897705","1.546093463897705","1.5637110155075788","1.5637110155075788","1.5637110155075788","1.5332572348415852","1.5332572348415852","1.5332572348415852","1.5549250580370426","1.5549250580370426","1.5549250580370426"
"304","1.845496566966176","1.845496566966176","1.845496566966176","1.8699071314185858","1.8699071314185858","1.8699071314185858","1.840054277330637","1.840054277330637","1.840054277330637","1.8550302293151617","1.8550302293151617","1.8550302293151617"
"305","1.4528238754719496","1.4528238754719496","1.4528238754719496","1.45835554972291","1.45835554972291","1.45835554972291","1.438513595610857","1.438513595610857","1.438513595610857","1.4605534505099058","1.4605534505099058","1.4605534505099058"
"306","1.665892519056797","1.665892519056797","1.665892519056797","1.6755200121551752","1.6755200121551752","1.6755200121551752","1.6534075643867254","1.6534075643867254","1.6534075643867254","1.675791334360838","1.675791334360838","1.675791334360838"
"307","1.5303952042013407","1.5303952042013407","1.5303952042013407","1.558692341670394","1.558692341670394","1.558692341670394","1.5250756572932005","1.5250756572932005","1.5250756572932005","1.540275739505887","1.540275739505887","1.540275739505887"
"308","1.3489185012876987","1.3489185012876987","1.3489185012876987","1.367702018469572","1.367702018469572","1.367702018469572","1.3395116962492466","1.3395116962492466","1.3395116962492466","1.3596544172614813","1.3596544172614813","1.3596544172614813"
"309","1.6416471861302853","1.6416471861302853","1.6416471861302853","1.6591781713068485","1.6591781713068485","1.6591781713068485","1.6354234982281923","1.6354234982281923","1.6354234982281923","1.6540479063987732","1.6540479063987732","1.6540479063987732"
"310","1.327104203402996","1.327104203402996","1.327104203402996","1.3403596859425306","1.3403596859425306","1.3403596859425306","1.3165837191045284","1.3165837191045284","1.3165837191045284","1.3365561980754137","1.3365561980754137","1.3365561980754137"
"311","1.5498224180191755","1.5498224180191755","1.5498224180191755","1.5616503860801458","1.5616503860801458","1.5616503860801458","1.5376758351922035","1.5376758351922035","1.5376758351922035","1.5573109686374664","1.5573109686374664","1.5573109686374664"
"312","1.8279701489955187","1.8279701489955187","1.8279701489955187","1.8404018823057413","1.8404018823057413","1.8404018823057413","1.8146118335425854","1.8146118335425854","1.8146118335425854","1.8404269684106112","1.8404269684106112","1.8404269684106112"
"313","1.4129064064472914","1.4129064064472914","1.4129064064472914","1.4268548116087914","1.4268548116087914","1.4268548116087914","1.4001259226351976","1.4001259226351976","1.4001259226351976","1.4189986698329449","1.4189986698329449","1.4189986698329449"
"314","1.8860186152160168","1.8860186152160168","1.8860186152160168","1.9050687197595835","1.9050687197595835","1.9050687197595835","1.8742213621735573","1.8742213621735573","1.8742213621735573","1.8944928590208292","1.8944928590208292","1.8944928590208292"
"315","1.2215131986886263","1.2215131986886263","1.2215131986886263","1.2324979957193136","1.2324979957193136","1.2324979957193136","1.2093684989959002","1.2093684989959002","1.2093684989959002","1.2276031281799078","1.2276031281799078","1.2276031281799078"
"316","1.5641820896416903","1.5641820896416903","1.5641820896416903","1.5794982984662056","1.5794982984662056","1.5794982984662056","1.5532172620296478","1.5532172620296478","1.5532172620296478","1.574068719521165","1.574068719521165","1.574068719521165"
"317","1.784316150471568","1.784316150471568","1.784316150471568","1.8006289843469858","1.8006289843469858","1.8006289843469858","1.773852113634348","1.773852113634348","1.773852113634348","1.7922786623239517","1.7922786623239517","1.7922786623239517"
"318","1.3777661323547363","1.3777661323547363","1.3777661323547363","1.3951987195760012","1.3951987195760012","1.3951987195760012","1.3708890080451965","1.3708890080451965","1.3708890080451965","1.3867095839232206","1.3867095839232206","1.3867095839232206"
"319","1.6187704019248486","1.6187704019248486","1.6187704019248486","1.6398794203996658","1.6398794203996658","1.6398794203996658","1.6140504404902458","1.6140504404902458","1.6140504404902458","1.6300186049193144","1.6300186049193144","1.6300186049193144"
"320","1.3949400577694178","1.3949400577694178","1.3949400577694178","1.4143673554062843","1.4143673554062843","1.4143673554062843","1.3866156972944736","1.3866156972944736","1.3866156972944736","1.401634007692337","1.401634007692337","1.401634007692337"
"321","1.567988870665431","1.567988870665431","1.567988870665431","1.5875972863286734","1.5875972863286734","1.5875972863286734","1.557539014145732","1.557539014145732","1.557539014145732","1.574332443997264","1.574332443997264","1.574332443997264"
"322","1.2559448070824146","1.2559448070824146","1.2559448070824146","1.2760142516344786","1.2760142516344786","1.2760142516344786","1.2491679023951292","1.2491679023951292","1.2491679023951292","1.2621186543256044","1.2621186543256044","1.2621186543256044"
"323","1.3998756669461727","1.3998756669461727","1.3998756669461727","1.414156947284937","1.414156947284937","1.414156947284937","1.3895104508846998","1.3895104508846998","1.3895104508846998","1.4073608331382275","1.4073608331382275","1.4073608331382275"
"324","1.4781169015914202","1.4781169015914202","1.4781169015914202","1.4925632160156965","1.4925632160156965","1.4925632160156965","1.4642705395817757","1.4642705395817757","1.4642705395817757","1.4874165020883083","1.4874165020883083","1.4874165020883083"
"325","1.7759993132203817","1.7759993132203817","1.7759993132203817","1.7948521059006453","1.7948521059006453","1.7948521059006453","1.7647265903651714","1.7647265903651714","1.7647265903651714","1.7874689549207687","1.7874689549207687","1.7874689549207687"
"326","1.8650409393012524","1.8650409393012524","1.8650409393012524","1.8771698605269194","1.8771698605269194","1.8771698605269194","1.8498843740671873","1.8498843740671873","1.8498843740671873","1.8778045251965523","1.8778045251965523","1.8778045251965523"
"327","1.3692487441003323","1.3692487441003323","1.3692487441003323","1.3798199817538261","1.3798199817538261","1.3798199817538261","1.357812374830246","1.357812374830246","1.357812374830246","1.3753617592155933","1.3753617592155933","1.3753617592155933"
"328","1.9006108790636063","1.9006108790636063","1.9006108790636063","1.9242452774196863","1.9242452774196863","1.9242452774196863","1.8915345594286919","1.8915345594286919","1.8915345594286919","1.9095693286508322","1.9095693286508322","1.9095693286508322"
"329","1.5874151289463043","1.5874151289463043","1.5874151289463043","1.6062212064862251","1.6062212064862251","1.6062212064862251","1.5777359195053577","1.5777359195053577","1.5777359195053577","1.5963212735950947","1.5963212735950947","1.5963212735950947"
"330","1.404051460325718","1.404051460325718","1.404051460325718","1.4227823596447706","1.4227823596447706","1.4227823596447706","1.39805031940341","1.39805031940341","1.39805031940341","1.4153524804860353","1.4153524804860353","1.4153524804860353"
"331","1.6419593319296837","1.6419593319296837","1.6419593319296837","1.6511815525591373","1.6511815525591373","1.6511815525591373","1.6292621809989214","1.6292621809989214","1.6292621809989214","1.65281343460083","1.65281343460083","1.65281343460083"
"332","1.7033650949597359","1.7033650949597359","1.7033650949597359","1.7307954356074333","1.7307954356074333","1.7307954356074333","1.7003903109580278","1.7003903109580278","1.7003903109580278","1.7147541511803865","1.7147541511803865","1.7147541511803865"
"333","1.6405822187662125","1.6405822187662125","1.6405822187662125","1.64528170786798","1.64528170786798","1.64528170786798","1.6226991768926382","1.6226991768926382","1.6226991768926382","1.648435177281499","1.648435177281499","1.648435177281499"
"334","1.475988943129778","1.475988943129778","1.475988943129778","1.492523679509759","1.492523679509759","1.492523679509759","1.4623250644654036","1.4623250644654036","1.4623250644654036","1.4855925776064396","1.4855925776064396","1.4855925776064396"
"335","1.311378026381135","1.311378026381135","1.311378026381135","1.3197231320664287","1.3197231320664287","1.3197231320664287","1.2949440777301788","1.2949440777301788","1.2949440777301788","1.3220633920282125","1.3220633920282125","1.3220633920282125"
"336","1.5196369234472513","1.5196369234472513","1.5196369234472513","1.540581764653325","1.540581764653325","1.540581764653325","1.5089176949113607","1.5089176949113607","1.5089176949113607","1.5288625825196505","1.5288625825196505","1.5288625825196505"
"337","1.6970582697540522","1.6970582697540522","1.6970582697540522","1.7140797823667526","1.7140797823667526","1.7140797823667526","1.6865464225411415","1.6865464225411415","1.6865464225411415","1.706029985100031","1.706029985100031","1.706029985100031"
"338","1.5192176438868046","1.5192176438868046","1.5192176438868046","1.5293333604931831","1.5293333604931831","1.5293333604931831","1.5092244818806648","1.5092244818806648","1.5092244818806648","1.527511328458786","1.527511328458786","1.527511328458786"
"339","1.5228363890200853","1.5228363890200853","1.5228363890200853","1.5402597580105066","1.5402597580105066","1.5402597580105066","1.5152422208338976","1.5152422208338976","1.5152422208338976","1.5303708668798208","1.5303708668798208","1.5303708668798208"
"340","1.540153369307518","1.540153369307518","1.540153369307518","1.564483778551221","1.564483778551221","1.564483778551221","1.5324174873530865","1.5324174873530865","1.5324174873530865","1.5488680340349674","1.5488680340349674","1.5488680340349674"
"341","1.584087884053588","1.584087884053588","1.584087884053588","1.6055681128054857","1.6055681128054857","1.6055681128054857","1.577246904373169","1.577246904373169","1.577246904373169","1.5957976263016462","1.5957976263016462","1.5957976263016462"
"342","1.7850930653512478","1.7850930653512478","1.7850930653512478","1.8143580947071314","1.8143580947071314","1.8143580947071314","1.780667645856738","1.780667645856738","1.780667645856738","1.7927813716232777","1.7927813716232777","1.7927813716232777"
"343","1.7923503182828426","1.7923503182828426","1.7923503182828426","1.7982537224888802","1.7982537224888802","1.7982537224888802","1.7710750307887793","1.7710750307887793","1.7710750307887793","1.8017191532999277","1.8017191532999277","1.8017191532999277"
"344","1.590972425416112","1.590972425416112","1.590972425416112","1.5932070799171925","1.5932070799171925","1.5932070799171925","1.5703032854944468","1.5703032854944468","1.5703032854944468","1.5990830790251493","1.5990830790251493","1.5990830790251493"
"345","1.315422324463725","1.315422324463725","1.315422324463725","1.329511808231473","1.329511808231473","1.329511808231473","1.301408065482974","1.301408065482974","1.301408065482974","1.324151773005724","1.324151773005724","1.324151773005724"
"346","1.4431058187037706","1.4431058187037706","1.4431058187037706","1.4532056767493486","1.4532056767493486","1.4532056767493486","1.4305907133966684","1.4305907133966684","1.4305907133966684","1.452126108109951","1.452126108109951","1.452126108109951"
"347","1.669834554195404","1.669834554195404","1.669834554195404","1.6897967122495174","1.6897967122495174","1.6897967122495174","1.66273108497262","1.66273108497262","1.66273108497262","1.6796039771288633","1.6796039771288633","1.6796039771288633"
"348","1.5961180236190557","1.5961180236190557","1.5961180236190557","1.609049130231142","1.609049130231142","1.609049130231142","1.5828590132296085","1.5828590132296085","1.5828590132296085","1.6052757166326046","1.6052757166326046","1.6052757166326046"
"349","1.9259167835116386","1.9259167835116386","1.9259167835116386","1.940283190459013","1.940283190459013","1.940283190459013","1.9116128627210855","1.9116128627210855","1.9116128627210855","1.9342080242931843","1.9342080242931843","1.9342080242931843"
"350","1.3799400608986616","1.3799400608986616","1.3799400608986616","1.3905960693955421","1.3905960693955421","1.3905960693955421","1.3666897993534803","1.3666897993534803","1.3666897993534803","1.3848185520619154","1.3848185520619154","1.3848185520619154"
"351","1.725558890029788","1.725558890029788","1.725558890029788","1.7395705413073301","1.7395705413073301","1.7395705413073301","1.7108649127185345","1.7108649127185345","1.7108649127185345","1.733145436272025","1.733145436272025","1.733145436272025"
"352","1.5849482975900173","1.5849482975900173","1.5849482975900173","1.5986523069441319","1.5986523069441319","1.5986523069441319","1.5750883892178535","1.5750883892178535","1.5750883892178535","1.5935723520815372","1.5935723520815372","1.5935723520815372"
"353","1.7456081751734018","1.7456081751734018","1.7456081751734018","1.7670875489711761","1.7670875489711761","1.7670875489711761","1.7377384454011917","1.7377384454011917","1.7377384454011917","1.7583569828420877","1.7583569828420877","1.7583569828420877"
"354","1.6043636966496706","1.6043636966496706","1.6043636966496706","1.6234545707702637","1.6234545707702637","1.6234545707702637","1.5961934048682451","1.5961934048682451","1.5961934048682451","1.6139838490635157","1.6139838490635157","1.6139838490635157"
"355","1.4895316883921623","1.4895316883921623","1.4895316883921623","1.5072943065315485","1.5072943065315485","1.5072943065315485","1.4804372861981392","1.4804372861981392","1.4804372861981392","1.4982854202389717","1.4982854202389717","1.4982854202389717"
"356","1.660822631791234","1.660822631791234","1.660822631791234","1.6892034895718098","1.6892034895718098","1.6892034895718098","1.6577647756785154","1.6577647756785154","1.6577647756785154","1.6710600219666958","1.6710600219666958","1.6710600219666958"
"357","1.6646441519260406","1.6646441519260406","1.6646441519260406","1.6750424653291702","1.6750424653291702","1.6750424653291702","1.6485456060618162","1.6485456060618162","1.6485456060618162","1.6759541612118483","1.6759541612118483","1.6759541612118483"
"358","1.7080059833824635","1.7080059833824635","1.7080059833824635","1.7409308291971684","1.7409308291971684","1.7409308291971684","1.7042680624872446","1.7042680624872446","1.7042680624872446","1.7146505936980247","1.7146505936980247","1.7146505936980247"
"359","1.4875820986926556","1.4875820986926556","1.4875820986926556","1.5016632322221994","1.5016632322221994","1.5016632322221994","1.4774842783808708","1.4774842783808708","1.4774842783808708","1.497310034930706","1.497310034930706","1.497310034930706"
"360","1.541518647223711","1.541518647223711","1.541518647223711","1.5755142234265804","1.5755142234265804","1.5755142234265804","1.5349435433745384","1.5349435433745384","1.5349435433745384","1.554493522271514","1.554493522271514","1.554493522271514"
"361","1.5437404457479715","1.5437404457479715","1.5437404457479715","1.5577075108885765","1.5577075108885765","1.5577075108885765","1.5328291039913893","1.5328291039913893","1.5328291039913893","1.5528307724744081","1.5528307724744081","1.5528307724744081"
"362","1.408323384821415","1.408323384821415","1.408323384821415","1.4295553043484688","1.4295553043484688","1.4295553043484688","1.4021623190492392","1.4021623190492392","1.4021623190492392","1.4165270365774632","1.4165270365774632","1.4165270365774632"
"363","1.4787793923169374","1.4787793923169374","1.4787793923169374","1.4966593887656927","1.4966593887656927","1.4966593887656927","1.4693582020699978","1.4693582020699978","1.4693582020699978","1.490033308044076","1.490033308044076","1.490033308044076"
"364","1.7282400615513325","1.7282400615513325","1.7282400615513325","1.7441164907068014","1.7441164907068014","1.7441164907068014","1.7181383334100246","1.7181383334100246","1.7181383334100246","1.7386168912053108","1.7386168912053108","1.7386168912053108"
"365","1.221418990753591","1.221418990753591","1.221418990753591","1.2457948066294193","1.2457948066294193","1.2457948066294193","1.2175067253410816","1.2175067253410816","1.2175067253410816","1.2285961657762527","1.2285961657762527","1.2285961657762527"
"366","1.58378935046494","1.58378935046494","1.58378935046494","1.6012884750962257","1.6012884750962257","1.6012884750962257","1.574428403750062","1.574428403750062","1.574428403750062","1.5939182378351688","1.5939182378351688","1.5939182378351688"
"367","1.6142348516732454","1.6142348516732454","1.6142348516732454","1.6263212282210588","1.6263212282210588","1.6263212282210588","1.602660583332181","1.602660583332181","1.602660583332181","1.6249218806624413","1.6249218806624413","1.6249218806624413"
"368","1.5424435138702393","1.5424435138702393","1.5424435138702393","1.55291379801929","1.55291379801929","1.55291379801929","1.528059097006917","1.528059097006917","1.528059097006917","1.5519554018974304","1.5519554018974304","1.5519554018974304"
"369","1.3086996302008629","1.3086996302008629","1.3086996302008629","1.319754734635353","1.319754734635353","1.319754734635353","1.2969995588064194","1.2969995588064194","1.2969995588064194","1.3173670321702957","1.3173670321702957","1.3173670321702957"
"370","1.382579954341054","1.382579954341054","1.382579954341054","1.4001921974122524","1.4001921974122524","1.4001921974122524","1.3716582600027323","1.3716582600027323","1.3716582600027323","1.3940636478364468","1.3940636478364468","1.3940636478364468"
"371","1.7637124545872211","1.7637124545872211","1.7637124545872211","1.790279434993863","1.790279434993863","1.790279434993863","1.7584903240203857","1.7584903240203857","1.7584903240203857","1.7734211534261703","1.7734211534261703","1.7734211534261703"
"372","1.7399254348129034","1.7399254348129034","1.7399254348129034","1.7484521754086018","1.7484521754086018","1.7484521754086018","1.7233807388693094","1.7233807388693094","1.7233807388693094","1.7508116252720356","1.7508116252720356","1.7508116252720356"
"373","1.5441286694258451","1.5441286694258451","1.5441286694258451","1.5593502838164568","1.5593502838164568","1.5593502838164568","1.5335928313434124","1.5335928313434124","1.5335928313434124","1.5533928107470274","1.5533928107470274","1.5533928107470274"
"374","1.6545260213315487","1.6545260213315487","1.6545260213315487","1.6773049086332321","1.6773049086332321","1.6773049086332321","1.6487151384353638","1.6487151384353638","1.6487151384353638","1.663731548935175","1.663731548935175","1.663731548935175"
"375","1.656180014833808","1.656180014833808","1.656180014833808","1.6826108321547508","1.6826108321547508","1.6826108321547508","1.6533694490790367","1.6533694490790367","1.6533694490790367","1.666732108220458","1.666732108220458","1.666732108220458"
"376","1.927512900903821","1.927512900903821","1.927512900903821","1.947390103712678","1.947390103712678","1.947390103712678","1.9171310402452946","1.9171310402452946","1.9171310402452946","1.9407740961760283","1.9407740961760283","1.9407740961760283"
"377","1.4786329194903374","1.4786329194903374","1.4786329194903374","1.4920169562101364","1.4920169562101364","1.4920169562101364","1.4675086103379726","1.4675086103379726","1.4675086103379726","1.4886473678052425","1.4886473678052425","1.4886473678052425"
"378","1.4062974657863379","1.4062974657863379","1.4062974657863379","1.4341042581945658","1.4341042581945658","1.4341042581945658","1.3995711468160152","1.3995711468160152","1.3995711468160152","1.4130535032600164","1.4130535032600164","1.4130535032600164"
"379","1.6693803668022156","1.6693803668022156","1.6693803668022156","1.6931378338485956","1.6931378338485956","1.6931378338485956","1.6627616621553898","1.6627616621553898","1.6627616621553898","1.678646046668291","1.678646046668291","1.678646046668291"
"380","1.463250257074833","1.463250257074833","1.463250257074833","1.4801485799252987","1.4801485799252987","1.4801485799252987","1.4558569323271513","1.4558569323271513","1.4558569323271513","1.4718995578587055","1.4718995578587055","1.4718995578587055"
"381","1.8580067530274391","1.8580067530274391","1.8580067530274391","1.8747830782085657","1.8747830782085657","1.8747830782085657","1.8470460996031761","1.8470460996031761","1.8470460996031761","1.868051152676344","1.868051152676344","1.868051152676344"
"382","1.4160590264946222","1.4160590264946222","1.4160590264946222","1.431239552795887","1.431239552795887","1.431239552795887","1.4052598215639591","1.4052598215639591","1.4052598215639591","1.423707379028201","1.423707379028201","1.423707379028201"
"383","1.6337722036987543","1.6337722036987543","1.6337722036987543","1.6526767499744892","1.6526767499744892","1.6526767499744892","1.624632341787219","1.624632341787219","1.624632341787219","1.6436724606901407","1.6436724606901407","1.6436724606901407"
"384","1.3644632548093796","1.3644632548093796","1.3644632548093796","1.3714743219316006","1.3714743219316006","1.3714743219316006","1.3477528430521488","1.3477528430521488","1.3477528430521488","1.3782258164137602","1.3782258164137602","1.3782258164137602"
"385","1.4984252005815506","1.4984252005815506","1.4984252005815506","1.524865448474884","1.524865448474884","1.524865448474884","1.4938060268759727","1.4938060268759727","1.4938060268759727","1.5067053567618132","1.5067053567618132","1.5067053567618132"
"386","1.720663096755743","1.720663096755743","1.720663096755743","1.7422386202961206","1.7422386202961206","1.7422386202961206","1.7156789675354958","1.7156789675354958","1.7156789675354958","1.7331878282129765","1.7331878282129765","1.7331878282129765"
"387","1.6200320571660995","1.6200320571660995","1.6200320571660995","1.642370082437992","1.642370082437992","1.642370082437992","1.6144644115120173","1.6144644115120173","1.6144644115120173","1.6306685470044613","1.6306685470044613","1.6306685470044613"
"388","1.490785563364625","1.490785563364625","1.490785563364625","1.5226083882153034","1.5226083882153034","1.5226083882153034","1.486764095723629","1.486764095723629","1.486764095723629","1.5007331613451242","1.5007331613451242","1.5007331613451242"
"389","1.6167678274214268","1.6167678274214268","1.6167678274214268","1.6323619987815619","1.6323619987815619","1.6323619987815619","1.6032036785036325","1.6032036785036325","1.6032036785036325","1.6260813772678375","1.6260813772678375","1.6260813772678375"
"390","1.8022083807736635","1.8022083807736635","1.8022083807736635","1.8146706968545914","1.8146706968545914","1.8146706968545914","1.787747597321868","1.787747597321868","1.787747597321868","1.8130152355879545","1.8130152355879545","1.8130152355879545"
"391","1.7421104703098536","1.7421104703098536","1.7421104703098536","1.7632759287953377","1.7632759287953377","1.7632759287953377","1.7319137305021286","1.7319137305021286","1.7319137305021286","1.7536599058657885","1.7536599058657885","1.7536599058657885"
"392","1.443155087530613","1.443155087530613","1.443155087530613","1.4615228530019522","1.4615228530019522","1.4615228530019522","1.4323360342532396","1.4323360342532396","1.4323360342532396","1.4528070241212845","1.4528070241212845","1.4528070241212845"
"393","1.5567244123667479","1.5567244123667479","1.5567244123667479","1.5759711563587189","1.5759711563587189","1.5759711563587189","1.547445384785533","1.547445384785533","1.547445384785533","1.5674291104078293","1.5674291104078293","1.5674291104078293"
"394","1.6430360898375511","1.6430360898375511","1.6430360898375511","1.660092243924737","1.660092243924737","1.660092243924737","1.6338520105928183","1.6338520105928183","1.6338520105928183","1.6548054702579975","1.6548054702579975","1.6548054702579975"
"395","1.5857436656951904","1.5857436656951904","1.5857436656951904","1.6057220343500376","1.6057220343500376","1.6057220343500376","1.5793236400932074","1.5793236400932074","1.5793236400932074","1.5985570196062326","1.5985570196062326","1.5985570196062326"
"396","1.7746239565312862","1.7746239565312862","1.7746239565312862","1.8013104684650898","1.8013104684650898","1.8013104684650898","1.7695132456719875","1.7695132456719875","1.7695132456719875","1.782842354848981","1.782842354848981","1.782842354848981"
"397","1.3504469823092222","1.3504469823092222","1.3504469823092222","1.3686770275235176","1.3686770275235176","1.3686770275235176","1.3436029274016619","1.3436029274016619","1.3436029274016619","1.3574075140058994","1.3574075140058994","1.3574075140058994"
"398","1.2815621551126242","1.2815621551126242","1.2815621551126242","1.3003524765372276","1.3003524765372276","1.3003524765372276","1.2752632107585669","1.2752632107585669","1.2752632107585669","1.2910679168999195","1.2910679168999195","1.2910679168999195"
"399","1.5653115175664425","1.5653115175664425","1.5653115175664425","1.5745146106928587","1.5745146106928587","1.5745146106928587","1.5501491408795118","1.5501491408795118","1.5501491408795118","1.577036052942276","1.577036052942276","1.577036052942276"
"400","1.4255481958389282","1.4255481958389282","1.4255481958389282","1.43733124807477","1.43733124807477","1.43733124807477","1.4125113803893328","1.4125113803893328","1.4125113803893328","1.4353892840445042","1.4353892840445042","1.4353892840445042"
"401","1.458166889846325","1.458166889846325","1.458166889846325","1.483806038275361","1.483806038275361","1.483806038275361","1.451475951820612","1.451475951820612","1.451475951820612","1.465057348832488","1.465057348832488","1.465057348832488"
"402","1.4732591770589352","1.4732591770589352","1.4732591770589352","1.4970500506460667","1.4970500506460667","1.4970500506460667","1.4652611762285233","1.4652611762285233","1.4652611762285233","1.482216365635395","1.482216365635395","1.482216365635395"
"403","1.388461347669363","1.388461347669363","1.388461347669363","1.4119848441332579","1.4119848441332579","1.4119848441332579","1.3794507961720228","1.3794507961720228","1.3794507961720228","1.3932239189743996","1.3932239189743996","1.3932239189743996"
"404","1.6332912351936102","1.6332912351936102","1.6332912351936102","1.6499841827899218","1.6499841827899218","1.6499841827899218","1.6189828924834728","1.6189828924834728","1.6189828924834728","1.6445348542183638","1.6445348542183638","1.6445348542183638"
"405","1.7236803397536278","1.7236803397536278","1.7236803397536278","1.7611769661307335","1.7611769661307335","1.7611769661307335","1.7181411553174257","1.7181411553174257","1.7181411553174257","1.733227051794529","1.733227051794529","1.733227051794529"
"406","1.5074582174420357","1.5074582174420357","1.5074582174420357","1.5329415556043386","1.5329415556043386","1.5329415556043386","1.500018509104848","1.500018509104848","1.500018509104848","1.5152592901140451","1.5152592901140451","1.5152592901140451"
"407","1.4769297875463963","1.4769297875463963","1.4769297875463963","1.4957795180380344","1.4957795180380344","1.4957795180380344","1.46770054474473","1.46770054474473","1.46770054474473","1.4854565672576427","1.4854565672576427","1.4854565672576427"
"408","1.5070314891636372","1.5070314891636372","1.5070314891636372","1.5156069491058588","1.5156069491058588","1.5156069491058588","1.492797151207924","1.492797151207924","1.492797151207924","1.5168240871280432","1.5168240871280432","1.5168240871280432"
"409","1.4616656806319952","1.4616656806319952","1.4616656806319952","1.4850717186927795","1.4850717186927795","1.4850717186927795","1.455675533041358","1.455675533041358","1.455675533041358","1.4689960163086653","1.4689960163086653","1.4689960163086653"
"410","1.5192816145718098","1.5192816145718098","1.5192816145718098","1.5379056837409735","1.5379056837409735","1.5379056837409735","1.509004820138216","1.509004820138216","1.509004820138216","1.5270021576434374","1.5270021576434374","1.5270021576434374"
"411","1.4948000144213438","1.4948000144213438","1.4948000144213438","1.5211967788636684","1.5211967788636684","1.5211967788636684","1.4882586933672428","1.4882586933672428","1.4882586933672428","1.5018557757139206","1.5018557757139206","1.5018557757139206"
"412","1.5446870550513268","1.5446870550513268","1.5446870550513268","1.5719486009329557","1.5719486009329557","1.5719486009329557","1.5384284146130085","1.5384284146130085","1.5384284146130085","1.5530759878456593","1.5530759878456593","1.5530759878456593"
"413","1.420200191438198","1.420200191438198","1.420200191438198","1.4275127537548542","1.4275127537548542","1.4275127537548542","1.4038000367581844","1.4038000367581844","1.4038000367581844","1.431877190247178","1.431877190247178","1.431877190247178"
"414","1.5893514081835747","1.5893514081835747","1.5893514081835747","1.601141694933176","1.601141694933176","1.601141694933176","1.5761549584567547","1.5761549584567547","1.5761549584567547","1.6004389375448227","1.6004389375448227","1.6004389375448227"
"415","1.5277987848967314","1.5277987848967314","1.5277987848967314","1.5508436486124992","1.5508436486124992","1.5508436486124992","1.5203155260533094","1.5203155260533094","1.5203155260533094","1.5373733192682266","1.5373733192682266","1.5373733192682266"
"416","1.5406469609588385","1.5406469609588385","1.5406469609588385","1.554913654923439","1.554913654923439","1.554913654923439","1.5269084684550762","1.5269084684550762","1.5269084684550762","1.5513561945408583","1.5513561945408583","1.5513561945408583"
"417","1.7174794115126133","1.7174794115126133","1.7174794115126133","1.7435241173952818","1.7435241173952818","1.7435241173952818","1.712249694392085","1.712249694392085","1.712249694392085","1.7243560831993818","1.7243560831993818","1.7243560831993818"
"418","1.7895520832389593","1.7895520832389593","1.7895520832389593","1.8130817115306854","1.8130817115306854","1.8130817115306854","1.7819170951843262","1.7819170951843262","1.7819170951843262","1.7985615339130163","1.7985615339130163","1.7985615339130163"
"419","1.5952571593225002","1.5952571593225002","1.5952571593225002","1.6204835083335638","1.6204835083335638","1.6204835083335638","1.590693624690175","1.590693624690175","1.590693624690175","1.6055745389312506","1.6055745389312506","1.6055745389312506"
"420","1.5927775464951992","1.5927775464951992","1.5927775464951992","1.6150643937289715","1.6150643937289715","1.6150643937289715","1.5881893057376146","1.5881893057376146","1.5881893057376146","1.6038765087723732","1.6038765087723732","1.6038765087723732"
"421","1.5208799503743649","1.5208799503743649","1.5208799503743649","1.549702413380146","1.549702413380146","1.549702413380146","1.5182529874145985","1.5182529874145985","1.5182529874145985","1.5317049007862806","1.5317049007862806","1.5317049007862806"
"422","1.8812327813357115","1.8812327813357115","1.8812327813357115","1.8988140802830458","1.8988140802830458","1.8988140802830458","1.8694628477096558","1.8694628477096558","1.8694628477096558","1.8898549508303404","1.8898549508303404","1.8898549508303404"
"423","1.5184078477323055","1.5184078477323055","1.5184078477323055","1.5419240444898605","1.5419240444898605","1.5419240444898605","1.5064111184328794","1.5064111184328794","1.5064111184328794","1.5267199408262968","1.5267199408262968","1.5267199408262968"
"424","1.4901995658874512","1.4901995658874512","1.4901995658874512","1.516368929296732","1.516368929296732","1.516368929296732","1.4823102876543999","1.4823102876543999","1.4823102876543999","1.4980817213654518","1.4980817213654518","1.4980817213654518"
"425","1.3732167407870293","1.3732167407870293","1.3732167407870293","1.3969569317996502","1.3969569317996502","1.3969569317996502","1.3653148505836725","1.3653148505836725","1.3653148505836725","1.3821795526891947","1.3821795526891947","1.3821795526891947"
"426","1.7572894040495157","1.7572894040495157","1.7572894040495157","1.7781522311270237","1.7781522311270237","1.7781522311270237","1.7481354344636202","1.7481354344636202","1.7481354344636202","1.767428606748581","1.767428606748581","1.767428606748581"
"427","1.4128774590790272","1.4128774590790272","1.4128774590790272","1.4287560321390629","1.4287560321390629","1.4287560321390629","1.4020715970546007","1.4020715970546007","1.4020715970546007","1.4226040225476027","1.4226040225476027","1.4226040225476027"
"428","1.1892875768244267","1.1892875768244267","1.1892875768244267","1.2047198005020618","1.2047198005020618","1.2047198005020618","1.1774310357868671","1.1774310357868671","1.1774310357868671","1.1977920653298497","1.1977920653298497","1.1977920653298497"
